id,name,year_established,country,description,url,image,has_trading_incentive,trust_score,trust_score_rank,trade_volume_24h_btc,trade_volume_24h_btc_normalized
bitopro,BitoPro,2018,Taiwan,,https://www.bitopro.com/,https://assets.coingecko.com/markets/images/358/small/bitopro_coingecko_250x250_%281%29.png?1575884378,False,7,82,97.26285897713417,97.26285897713417
maiar,Maiar,2021,,"The Maiar Decentralized Exchange (DEX) is the Automated Market Maker (AMM), rearchitecting some of the key elements to build a product that can leverage the entire 
performance of the Elrond architecture, to offer global, near-instant, inexpensive transactions among an expanding suite of assets.

The essence of current versions of automated market makers is best expressed through the constant product equation: x * y = k

Based on it, if a swap pool owns some units of token x and some units of token y, it prices trades so that the quantities of x and y resulting after the trade, when multiplied, are equal to a fixed constant, k.

But current AMM performance could be significantly improved by rebuilding them on 
vastly more scalable architectures.

By reimagining an automated market maker on top of a highly scalable architecture that is high bandwidth, low latency, and inexpensive, the performance of the swap processes can be drastically improved. With significantly better performance, the scope of AMMs can be rapidly expanded, giving birth to new mark",https://maiar.exchange/,https://assets.coingecko.com/markets/images/741/small/maiar-dex.png?1638433160,False,7,83,84.91568616993955,84.91568616993955
cex,CEX.IO,2013,United Kingdom,,https://cex.io/,https://assets.coingecko.com/markets/images/56/small/main-icon.png?1617267530,False,7,84,81.53996313263858,81.53996313263858
mercado_bitcoin,Mercado Bitcoin,2013,Brazil,,https://www.mercadobitcoin.com.br/,https://assets.coingecko.com/markets/images/34/small/logo_MB_hexagono.png?1657255217,False,7,85,68.8313940436647,68.8313940436647
btcmarkets,BTCMarkets,,Australia,,https://www.btcmarkets.net/,https://assets.coingecko.com/markets/images/237/small/btcmarkets-exchange.jpg?1536726060,False,7,86,42.13211274398327,42.13211274398327
coinlist,Coinlist,2020,United States,"CoinList is where early adopters invest and trade in high quality crypto assets before they land on other exchanges, including Filecoin, Celo, Solana, Nervos, Dfinity, Algorand, and many more.

CoinList Trade is a fully-featured crypto spot exchange, built on battle-tested infrastructure and backed by some of the biggest names in the space. It will support the best new cryptoassets early in their lifecycles, as well as, most large cap established crypto. ",https://pro.coinlist.co/,https://assets.coingecko.com/markets/images/587/small/CoinList.png?1601540662,False,7,87,34.92074458535781,34.92074458535781
kuna,Kuna Exchange,,United Kingdom,,https://kuna.io/,https://assets.coingecko.com/markets/images/97/small/kuna_exchange.png?1545126178,False,7,88,25.645702190008148,25.645702190008148
zaif,Zaif,2015,Japan,,https://zaif.jp/,https://assets.coingecko.com/markets/images/99/small/zaif.png?1519627467,,7,89,19.921485778984795,19.921485778984795
nice_hash,NiceHash,,Slovenia,,https://www.nicehash.com,https://assets.coingecko.com/markets/images/546/small/logo_small_light.png?1637836622,False,7,90,6.177604168604787,6.177604168604787
hitbtc,HitBTC,2013,,"HitBTC is the world’s most advanced cryptocurrency exchange. Since 2013, HitBTC has been providing markets for Bitcoin, Ethereum, Litecoin, Dogecoin, Monero, USDT, and more than 300 cryptocurrencies in total.

Created by outstanding technical minds, high-level finance professionals and experienced traders, HitBTC delivers the most reliable, fast and powerful platform solution on the market.

The platform has earned its reputation for fault-tolerance, flawless uptime and high availability. Its core matching engine is among the best technological products in its class, offering traders a wide range of features such as real-time clearing and cutting-edge order matching algorithms.

Key Features:
Rebate system - attractive to the most powerful market makers, creating high liquidity
No limits on the deposit or withdrawal of digital assets
Cutting-edge matching engine technologies
Wide range of available instruments (more than 500)
The most advanced API on the market (REST API and FIX API)
Access to the crypto assets exchange platform technology under the registered trademark “HitBTC” is provided in accordance with the Terms of Service.",https://hitbtc.com/,https://assets.coingecko.com/markets/images/24/small/hitbtc.png?1603975458,False,6,91,43057.403261407395,40838.445536584295
bibox,Bibox,2017,Estonia,"Bibox, the first AI-powered﻿digital asset exchange, was established in 2017 and is one of the few﻿ blockchain enterprises that has obtained﻿ the Swiss VQF license. In the past years, Bibox has received praise and recognition from worldwide﻿ cryptocurrency experts and traders for our﻿ robust and secure system, great variety of trading options, innovative listing programs and first-class customer service.",https://www.bibox.com/,https://assets.coingecko.com/markets/images/114/small/bibox.jpg?1520752603,False,7,92,24952.139729976076,24952.139729976076
uniswap_v3,Uniswap (v3),2018,,,https://app.uniswap.org/#/swap,https://assets.coingecko.com/markets/images/665/small/uniswap-v3.png?1620241698,False,6,93,19827.36199587984,19827.36199587984
bitvavo,Bitvavo,2018,Netherlands,,https://bitvavo.com/en,https://assets.coingecko.com/markets/images/714/small/bitvavo-mark-square-black.png?1633688872,False,6,94,12283.079268127416,12283.079268127416
probit,ProBit Global,2017,Seychelles,,https://www.probit.com/,https://assets.coingecko.com/markets/images/370/small/probit.png?1594886584,False,6,95,6108.482618317415,6108.482618317415
pancakeswap_new,PancakeSwap (v2),2020,,,https://pancakeswap.finance,https://assets.coingecko.com/markets/images/687/small/pancakeswap.jpeg?1626060212,False,6,96,4052.871509234703,4052.871509234703
finexbox,FinexBox,2018,Hong Kong,,https://www.finexbox.com/,https://assets.coingecko.com/markets/images/318/small/finexbox20190920.jpg?1568959220,False,6,97,3877.2586401487174,3877.2586401487174
uniswap_v2,Uniswap (v2),2018,,,https://app.uniswap.org/#/swap?use=V2,https://assets.coingecko.com/markets/images/535/small/256x256_Black-1.png?1590893262,False,6,98,2006.1422072312416,2006.1422072312416
bithumb_global,BitGlobal,2019,Seychelles,,https://www.bitglobal.com/,https://assets.coingecko.com/markets/images/405/small/bitgloball.png?1639543042,False,6,99,1885.777340087616,1885.777340087616
bitexen,Bitexen,2018,,,https://www.bitexen.com/,https://assets.coingecko.com/markets/images/693/small/Bitexen_Logo_Short.png?1634198471,False,6,100,1361.5585379559272,1361.5585379559272
